fullVisitorId,visitStartTime,channelGrouping,medium,deviceCategory,source,city,timeOnSite,pagePathLevel1,pagePathLevel2,pagePathLevel3,contentGroup4,visitsIn0,transactionsIn0
1046397508171946819,1574270647,Email,email,tablet,email,March,70,"[""/black-friday-deals"",""/black-friday-deals"",""/sewing/""]","["""","""",""/sewing-boxes-and-storage?filter=ItemNo~640184~645586""]","["""","""",""""]","[""Black Friday Deals"",""Black Friday Deals"",""Sewing Boxes  Storage""]",1,0
1047129155909968774,1574270419,Email,email,mobile,email,Reading,null,"[""/offers/"",""/offers/""]","[""/kids-offers?filter=Family~Kits/Prodtype2~Painting+by+Numbers"",""/kids-offers?filter=Family~Kits/Prodtype2~Painting+by+Numbers""]","["""",""""]","[""Kids Offers"",""Kids Offers""]",0,null
105252573209256720,1574265616,Paid Search,cpc,desktop,google,London,null,"[""/wicker-hamper-42cm-x-28cm-x-18cm/"",""/brown-wicker-hamper-42cm-x-28cm-x-18cm/""]","[""/626051-1000"",""/626051-1000?glCountry=GB""]","["""",""""]","[""Product Details Page"",""Product Details Page""]",1,null
105992394209600196,1574259742,Organic Search,organic,desktop,google,Chelmsford,61,"[""/advancedsearchresults.aspx"",""/advancedsearchresults.aspx?page=2""]","["""",""""]","["""",""""]","[""Search Results Page"",""Search Results Page""]",6,0
1060006116434710346,1574261381,Organic Search,organic,mobile,google,Sheffield,136,"[""/basket"",""/basket"",""/advancedsearchresults.aspx"",""/chesterfield"",""/chesterfield"",""/chesterfield"",""/advancedsearchresults.aspx"",""/basket"",""/basket""]","["""","""","""","""","""","""","""","""",""""]","["""","""","""","""","""","""","""","""",""""]","[""(not set)"",""Shopping Basket Page"",""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)""]",1,null
1061816406495265926,1574241414,Organic Search,organic,desktop,google,Oldham,52,"[""/"",""/advancedsearchresults.aspx"",""/snowflake-confetti-15g/"",""/white-snowflake-confetti-15g/"",""/advancedsearchresults.aspx""]","["""","""",""/643847-1000"",""/643847-1000"",""""]","["""","""","""","""",""""]","[""Home Page"",""Search Results Page"",""Product Details Page"",""Product Details Page"",""Search Results Page""]",1,1
1074360300864904567,1574280566,Social,referral,mobile,m.facebook.com,Southampton,16,"[""/black-friday-deals"",""/black-friday-deals"",""/sewing/""]","["""","""",""/embroidery-and-cross-stitch/""]","["""","""",""/embroidery-threads?filter=ItemNo~639962~639963""]","[""Black Friday Deals"",""Black Friday Deals"",""(not set)""]",0,null
1080766278946615271,1574269060,Organic Search,organic,mobile,google,Bradford,11,"[""/storefinder"",""/storesearchresults.aspx"",""/storesearchresults.aspx"",""/storefinder""]","["""","""","""",""""]","["""","""","""",""""]","[""(not set)"",""(not set)"",""(not set)"",""(not set)""]",0,null
1083495760728012285,1574286844,Direct,(none),desktop,(direct),Monmouth,128,"[""/"",""/christmas/"",""/christmas/"",""/christmas/""]","["""",""/christmas-crafts"",""/christmas-crafts/"",""/christmas-crafts/""]","["""","""",""/christmas-crafts-for-kids"",""/christmas-crafts-for-kids?page=2""]","[""Home Page"",""Christmas Crafts"",""Christmas Crafts for Kids"",""Christmas Crafts for Kids""]",0,null
1088708304837018141,1574252695,Paid Search,cpc,mobile,google,Ferryhill,860,"[""/hornby-santas-express-train-set/"",""/hornby-santas-express-train-set/"",""/hornby-santas-express-train-set/"",""/black-friday-deals"",""/"",""/"",""/hornby-santas-express-train-set/""]","[""/647073-1000"",""/647073-1000"",""/647073-1000"","""","""","""",""/647073-1000""]","["""","""","""","""","""","""",""""]","[""(not set)"",""(not set)"",""(not set)"",""Black Friday Deals"",""(not set)"",""(not set)"",""(not set)""]",1,null
1094647497282210737,1574280740,Organic Search,organic,tablet,google,Trinity,341,"[""/get-started"",""/get-started/""]","["""",""/crochet""]","["""",""""]","[""Get Started in  Hobbycraft"",""Get Started in Crochet  Hobbycraft""]",2,0
1096937436385718855,1574292128,Email,email,tablet,email,Leeds,137,"[""/black-friday-deals"",""/black-friday-deals"",""/embossed-clear-glass-jar-490ml-6-pack/"",""/fresh-embossed-clear-glass-jar-490ml-6-pack/"",""/black-friday-deals"",""/black-friday-deals""]","["""","""",""/633697-1000"",""/633697-1000"","""",""""]","["""","""","""","""","""",""""]","[""Black Friday Deals"",""Black Friday Deals"",""Product Details Page"",""Product Details Page"",""Black Friday Deals"",""Black Friday Deals""]",0,null
1101434361558396335,1574272736,Organic Search,organic,mobile,google,Basildon,42,"[""/knitting-and-crochet/"",""/knitting-and-crochet/"",""/knitcraft-granny-square-throw-digital-pattern-0134/""]","[""/crochet-patterns"",""/crochet-patterns"",""/640381-1000""]","["""","""",""""]","[""(not set)"",""(not set)"",""(not set)""]",5,0
1117412146798713438,1574270637,Organic Search,organic,mobile,google,Stamford,737,"[""/"",""/"",""/black-friday-deals"",""/cricut-small-easypress-2-black-friday-bundle/"",""/black-friday-deals"",""/black-friday-deals"",""/cricut-easypress-2-black-friday-bundle/"",""/black-friday-deals"",""/"",""/"",""/black-friday-deals"",""/black-friday-deals"",""/digital-cutting/"",""/digital-cutting/"",""/cricut-easypress-2-black-friday-bundle/"",""/cricut-easypress-2-black-friday-bundle/""]","["""","""","""",""/648426-1000"","""","""",""/648425-1000"","""","""","""","""","""",""/machines/"",""/machines/"",""/648425-1000"",""/648425-1000""]","["""","""","""","""","""","""","""","""","""","""","""","""",""/cricut-easypress-2?filter=Bundle~Yes"",""/cricut-easypress-2?filter=Bundle~Yes"","""",""""]","[""(not set)"",""Home Page"",""Black Friday Deals"",""(not set)"",""Black Friday Deals"",""Black Friday Deals"",""(not set)"",""Black Friday Deals"",""(not set)"",""Home Page"",""Black Friday Deals"",""Black Friday Deals"",""(not set)"",""(not set)"",""(not set)"",""(not set)""]",9,0
1142161298796526065,1574247557,(Other),affiliates,mobile,impactradius,Rugby,212,"[""/"",""/"",""/black-friday-deals"",""/advancedsearchresults.aspx""]","["""","""","""",""""]","["""","""","""",""""]","[""(not set)"",""Home Page"",""Black Friday Deals"",""(not set)""]",3,1
1144958735591337602,1574289887,Organic Search,organic,mobile,google,Stoke-on-Trent,52,"[""/"",""/sewing/""]","["""",""/fabric-dyes-and-paints""]","["""",""""]","[""(not set)"",""(not set)""]",0,null
1150581745437187227,1574247579,Organic Search,organic,mobile,google,Bath,46,"[""/basingstoke"",""/storefinder"",""/storefinder/"",""/storefinder"",""/basingstoke""]","["""","""",""/bh20 4hf"","""",""""]","["""","""","""","""",""""]","[""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)""]",0,null
1151241684312997614,1574266755,Email,email,mobile,email,Taunton,null,"[""/black-friday-deals""]","[""""]","[""""]","[""Black Friday Deals""]",1,0
1153701485123764874,1574270446,Email,email,mobile,email,London,null,"[""/black-friday-deals""]","[""""]","[""""]","[""Black Friday Deals""]",1,0
1160675446863799277,1574282218,Organic Search,organic,mobile,google,(not set),22,"[""/occasions/"",""/occasions/"",""/talking-tables-blossom-girls-floral-veil/"",""/occasions/""]","[""/hen-party"",""/hen-party"",""/642618-1000"",""/hen-party?pwaPageNum=1""]","["""","""","""",""""]","[""(not set)"",""(not set)"",""(not set)"",""(not set)""]",0,null
1165808164710758421,1574287446,Organic Search,organic,mobile,google,London,393,"[""/awesome-colour_in-canvas/"",""/be-what-you-want-to-be-colour-in-canvas/"",""/be-happy-colour-in-canvas/"",""/be-happy-colour-in-canvas/"",""/advancedsearchresults.aspx"",""/smile-colour_in-canvas/"",""/smile-colour_in-canvas/"",""/smile-colour_in-canvas/"",""/advancedsearchresults.aspx"",""/advancedsearchresults.aspx"",""/koala-colour_in-canvas/"",""/awesome-colour_in-canvas/"",""/awesome-colour_in-canvas/"",""/advancedsearchresults.aspx""]","[""/614470-1000"",""/622747-1000"",""/622746-1000"",""/622746-1000"","""",""/644955-1000"",""/644955-1000"",""/644955-1000"","""","""",""/644951-1000"",""/614470-1000"",""/614470-1000"",""""]","["""","""","""","""","""","""","""","""","""","""","""","""","""",""""]","[""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)""]",0,null
1167408155992592694,1574244664,Paid Search,cpc,mobile,google,Liverpool,null,"[""/micro-scalextric-law-enforcer-set/""]","[""/647074-1000""]","[""""]","[""(not set)""]",2,0
1167682458328685951,1574255210,Email,email,mobile,email,Kingston upon Hull,null,"[""/black-friday-deals""]","[""""]","[""""]","[""Black Friday Deals""]",3,0
1169561124313803877,1574218847,Organic Search,organic,desktop,bing,Peterborough,194,"[""/"",""/"",""/christmas/"",""/christmas/"",""/advancedsearchresults.aspx"",""/advancedsearchresults.aspx"",""/advancedsearchresults.aspx"",""/our-own-princess-accessories-case/"",""/make-your-own-princess-accessories-case/"",""/christmas/"",""/christmas/""]","["""","""",""/christmas-eve-boxes"",""/christmas-eve-boxes?page=2"","""","""","""",""/645956-1000"",""/645956-1000"",""/christmas-eve-boxes?page=2"",""/christmas-eve-boxes""]","["""","""","""","""","""","""","""","""","""","""",""""]","[""Home Page"",""Home Page"",""Christmas Eve Boxes"",""Christmas Eve Boxes"",""Search Results Page"",""Search Results Page"",""Search Results Page"",""Product Details Page"",""Product Details Page"",""Christmas Eve Boxes"",""Christmas Eve Boxes""]",0,null
1169927506499023749,1574253445,Organic Search,organic,desktop,google,Newcastle-under-Lyme,3542,"[""/"",""/"",""/basket"",""/offers"",""/clearance"",""/clearance?sort=SimilarProducts~asc"",""/clearance?sort=SimilarProducts~asc&page=2"",""/clearance?sort=SimilarProducts~asc&page=3"",""/clearance?sort=SimilarProducts~asc&page=4"",""/clearance?sort=SimilarProducts~asc&page=3"",""/clearance?sort=SimilarProducts~asc&page=4"",""/moore-art-deco-christmas-dreams-usb-key/"",""/clearance?sort=SimilarProducts~asc&page=4"",""/clearance?sort=SimilarProducts~asc&page=5"",""/clearance?sort=SimilarProducts~asc&page=6"",""/clearance?sort=SimilarProducts~asc&page=7"",""/"",""/"",""/black-friday-deals"",""/offers/"",""/offers/"",""/offers/"",""/offers/"",""/offers/"",""/offers/"",""/offers/"",""/offers/"",""/offers/"",""/offers/"",""/offers/"",""/offers/"",""/offers/"",""/hed-canvas-a3-12-pack-bundle/"",""/stretched-canvas-a3-12-pack-bundle/"",""/offers/"",""/offers/"",""/offers/"",""/offers/"",""/offers"",""/crafts-and-hobbies/"",""/crafts-and-hobbies/"",""/crafts-and-hobbies/"",""/y-mandala-silicone-bakeable-mould-2-pieces/"",""/crafts-and-hobbies/"",""/rdwood-clay-modelling-tools-7-pack/"",""/crafts-and-hobbies/"",""/crafts-and-hobbies/"",""/crafts-and-hobbies/"",""/un-and-disc-set-19-pieces/"",""/sewing"",""/sewing/"",""/sewing/"",""/baking/"",""/baking/"",""/mas-cookie-cutter-tray/"",""/baking/"",""/crafts-and-hobbies/"",""/crafts-and-hobbies/"",""/crafts-and-hobbies/"",""/unlimited-rose-gold-plated-findings-box/"",""/beads-unlimited-rose-gold-plated-findings-box/"",""/crafts-and-hobbies/"",""/crafts-and-hobbies/"",""/modelling-tools-kit-4-pieces/"",""/gedeo-modelling-tools-kit-4-pieces/"",""/rdwood-clay-modelling-tools-7-pack/"",""/art-supplies/"",""/art-supplies/"",""/art-supplies/"",""/art-supplies/"",""/advancedsearchresults.aspx"",""/advancedsearchresults.aspx?sort=SimilarProducts~asc"",""/white-family-safe-mouldable-glue-5g-3-pack/"",""/advancedsearchresults.aspx?sort=SimilarProducts~asc"",""/y-mandala-silicone-bakeable-mould-2-pieces/"",""/advancedsearchresults.aspx?sort=SimilarProducts~asc"",""/-colour-shaper-size-0/"",""/chisel-colour-shaper-size-0/"",""/masking-fluid-brushes-3-pack/"",""/advancedsearchresults.aspx"",""/advancedsearchresults.aspx"",""/rdwood-clay-modelling-tools-7-pack/"",""/student"",""/basket"",""/basket"",""/advancedsearchresults.aspx"",""/iter-alphabet-wooden-stamps-64-pack/"",""/typewriter-alphabet-wooden-stamps-64-pack/"",""/advancedsearchresults.aspx"",""/advancedsearchresults.aspx?page=2"",""/advancedsearchresults.aspx?page=3"",""/basket"",""/iter-alphabet-wooden-stamps-64-pack/"",""/basket"",""/basket"",""/advancedsearchresults.aspx"",""/advancedsearchresults.aspx?sort=SimilarProducts~asc"",""/esigns-stamp-set-nature/"",""/advancedsearchresults.aspx?sort=SimilarProducts~asc"",""/esigns-stamp-set-patchwork-family/"",""/advancedsearchresults.aspx?sort=SimilarProducts~asc"",""/advancedsearchresults.aspx?sort=SimilarProducts~asc&page=2""]","["""","""","""","""","""","""","""","""","""","""","""",""/641009-1000"","""","""","""","""","""","""","""",""/sewing-offers"",""/sewing-offers?page=2"",""/sewing-offers?sort=SimilarProducts~asc"",""/sewing-offers?sort=SimilarProducts~asc&page=3"",""/sewing-offers?sort=SimilarProducts~asc&page=4"",""/sewing-offers?sort=SimilarProducts~asc&page=5"",""/sewing-offers?sort=SimilarProducts~asc&filter=Brand~Artbin/"",""/crafts-and-hobbies-offers"",""/crafts-and-hobbies-offers?sort=SimilarProducts~asc"",""/crafts-and-hobbies-offers?sort=SimilarProducts~asc&page=2"",""/crafts-and-hobbies-offers?sort=SimilarProducts~asc&page=3"",""/crafts-and-hobbies-offers?sort=SimilarProducts~asc&page=4"",""/art-supplies-offers"",""/639989-1000"",""/639989-1000"",""/art-supplies-offers"",""/art-supplies-offers?sort=SimilarProducts~asc"",""/art-supplies-offers?sort=SimilarProducts~asc&page=2"",""/art-supplies-offers?sort=SimilarProducts~asc&page=3"","""",""/clay-modelling"",""/clay-modelling?sort=SimilarProducts~asc"",""/clay-modelling?sort=SimilarProducts~asc&page=2"",""/642110-1001"",""/clay-modelling?sort=SimilarProducts~asc&page=2"",""/610870-1000"",""/clay-modelling?sort=SimilarProducts~asc&page=2"",""/clay-modelling?sort=SimilarProducts~asc"",""/clay-modelling?sort=SimilarProducts~asc"",""/639301-1000"","""",""/fabrics-and-fat-quarters"",""/fabrics-and-fat-quarters?sort=SimilarProducts~asc"",""/cake-baking/"",""/cake-baking/"",""/645520-1000"",""/cake-baking/"",""/jewellery-making"",""/jewellery-making/"",""/jewellery-making/"",""/630168-1000"",""/630168-1000"",""/clay-modelling/"",""/clay-modelling/"",""/613981-1000"",""/613981-1000"",""/610870-1000"",""/paint-brushes"",""/paint-brushes?page=2"",""/paint-brushes?page=3"",""/paint-brushes?sort=SimilarProducts~asc"","""","""",""/634099-1001"","""",""/642110-1001"","""",""/506385-1000"",""/506385-1000"",""/601734-1000"","""","""",""/610870-1000"","""","""","""","""",""/584456-1000"",""/584456-1000"","""","""","""","""",""/584456-1000"","""","""","""","""",""/585982-1000"","""",""/585981-1000"","""",""""]","["""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""/cookie-cutters"",""/cookie-cutters"","""",""/cookie-cutters"","""",""/findings"",""/findings"","""","""",""/modelling-tools-and-moulds"",""/modelling-tools-and-moulds"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]","[""Home Page"",""Home Page"",""Shopping Basket Page"",""Offers"",""Clearance"",""Clearance"",""Clearance"",""Clearance"",""Clearance"",""Clearance"",""Clearance"",""Product Details Page"",""Clearance"",""Clearance"",""Clearance"",""Clearance"",""Home Page"",""Home Page"",""Black Friday Deals"",""Sewing Offers"",""Sewing Offers"",""Sewing Offers"",""Sewing Offers"",""Sewing Offers"",""Sewing Offers"",""Sewing Offers"",""Crafts  Hobbies Offers"",""Crafts  Hobbies Offers"",""Crafts  Hobbies Offers"",""Crafts  Hobbies Offers"",""Crafts  Hobbies Offers"",""Art Supplies Offers"",""Product Details Page"",""Product Details Page"",""Art Supplies Offers"",""Art Supplies Offers"",""Art Supplies Offers"",""Art Supplies Offers"",""Offers"",""Clay Modelling"",""Clay Modelling"",""Clay Modelling"",""Product Details Page"",""Clay Modelling"",""Product Details Page"",""Clay Modelling"",""Clay Modelling"",""Clay Modelling"",""Product Details Page"",""Sewing"",""Fabrics  Fat Quarters"",""Fabrics  Fat Quarters"",""Cookie Cutters"",""Cookie Cutters"",""Product Details Page"",""Cookie Cutters"",""Jewellery Making"",""Findings"",""Findings"",""Product Details Page"",""Product Details Page"",""Modelling Tools  Moulds"",""Modelling Tools  Moulds"",""Product Details Page"",""Product Details Page"",""Product Details Page"",""Paint Brushes"",""Paint Brushes"",""Paint Brushes"",""Paint Brushes"",""Search Results Page"",""Search Results Page"",""Product Details Page"",""Search Results Page"",""Product Details Page"",""Search Results Page"",""Product Details Page"",""Product Details Page"",""Product Details Page"",""Search Results Page"",""Search Results Page"",""Product Details Page"",""Hobbycraft 10 Student Discount  UNiDAYS  Hobbycraft"",""Shopping Basket Page"",""Shopping Basket Page"",""Search Results Page"",""Product Details Page"",""Product Details Page"",""Search Results Page"",""Search Results Page"",""Search Results Page"",""Shopping Basket Page"",""Product Details Page"",""Shopping Basket Page"",""Shopping Basket Page"",""Search Results Page"",""Search Results Page"",""Product Details Page"",""Search Results Page"",""Product Details Page"",""Search Results Page"",""Search Results Page""]",0,null
1175854140460710065,1574254769,Email,email,mobile,email,(not set),null,"[""/black-friday-deals""]","[""""]","[""""]","[""Black Friday Deals""]",0,null
1182450067762250557,1574240223,(Other),carousel_cpm,tablet,facebook,Liverpool,370,"[""/attern-bernat-shadow-cable-baby-blanket/"",""/free-pattern-bernat-shadow-cable-baby-blanket/"",""/login?returnUrl=/free-pattern-bernat-shadow-cable-baby-blanket/627296-1000&likes=KNIT_CROCHET"",""/login?returnUrl=/free-pattern-bernat-shadow-cable-baby-blanket/627296-1000&likes=KNIT_CROCHET"",""/clubnewsletter.aspx?likes=KNIT_CROCHET"",""/clubnewsletter.aspx?likes=KNIT_CROCHET"",""/preregister"",""/preregister"",""/clubnewsletter.aspx"",""/offers"",""/offers/"",""/offers/"",""/ld-baby-blossom-chunky-cardigan-digital-pattern-4677/"",""/hayfield-baby-blossom-chunky-cardigan-digital-pattern-4677/"",""/hayfield-baby-blossom-chunky-cardigan-digital-pattern-4677/""]","[""/627296-1000"",""/627296-1000"",""/login?/free-pattern-bernat-shadow-cable-baby-blanket/"",""/login?/free-pattern-bernat-shadow-cable-baby-blanket/"","""","""","""","""","""","""",""/knitting-and-crochet-offers"",""/knitting-and-crochet-offers"",""/626788-1000"",""/626788-1000"",""/626788-1000""]","["""","""",""/login?/627296-1000&likes=KNIT_CROCHET"",""/login?/627296-1000&likes=KNIT_CROCHET"","""","""","""","""","""","""","""","""","""","""",""""]","[""Product Details Page"",""Product Details Page"",""login page"",""login page"",""Club Newsletter Sign Up"",""Club Newsletter Sign Up"",""Preregister"",""Preregister"",""Club Newsletter Sign Up"",""Offers"",""Knitting  Crochet Offers"",""Knitting  Crochet Offers"",""Product Details Page"",""Product Details Page"",""Product Details Page""]",0,null
1198863104899102031,1574253902,(Other),affiliates,desktop,impactradius,Tamworth,null,"[""/kids-wooden-table-and-chair/"",""/white-kids-wooden-table-and-chair/""]","[""/642546-1000"",""/642546-1000?irgwc=1""]","["""",""""]","[""Product Details Page"",""Product Details Page""]",0,null
1199141122427170338,1574284834,(Other),affiliates,mobile,impactradius,(not set),60,"[""/"",""/christmas"",""/?irgwc=1"",""/christmas/"",""/christmas/"",""/my-story-book-advent-calendar/""]","["""","""","""",""/christmas-decorations/"",""/christmas-decorations/"",""/645937-1000""]","["""","""","""",""/advent-calendars"",""/advent-calendars"",""""]","[""(not set)"",""(not set)"",""Christmas"",""(not set)"",""(not set)"",""(not set)""]",0,null
1209235678547263813,1574276184,Organic Search,organic,mobile,google,Blackburn,301,"[""/ginger-ray-photo-rustic-country-booth-props-10-pieces/"",""/ginger-ray-giant-polaroid-sign/"",""/ginger-ray-photo-rustic-country-booth-props-10-pieces/""]","[""/634608-1000"",""/634614-1000"",""/634608-1000""]","["""","""",""""]","[""(not set)"",""(not set)"",""(not set)""]",4,0
1219102137554158836,1574290676,Direct,(none),mobile,(direct),(not set),677,"[""/"",""/crafts-and-hobbies"",""/crafts-and-hobbies/"",""/crafts-and-hobbies/"",""/revell-space-shuttle-atlantis-model-kit-1144/"",""/crafts-and-hobbies/""]","["""","""",""/models-and-puzzles"",""/models-and-puzzles"",""/601947-1000"",""/models-and-puzzles?page=2&pwaPageNum=1""]","["""","""","""","""","""",""""]","[""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)"",""(not set)""]",0,null
1234430072518055084,1574294052,Organic Search,organic,tablet,google,Milton Keynes,55,"[""/"",""/"",""/advancedsearchresults.aspx"",""/advancedsearchresults.aspx"",""/toy-safety-eyes-6-pack/"",""/advancedsearchresults.aspx""]","["""","""","""","""",""/641377-1000"",""""]","["""","""","""","""","""",""""]","[""Home Page"",""Home Page"",""Search Results Page"",""Search Results Page"",""Product Details Page"",""Search Results Page""]",0,null
1234717101038140952,1574279764,Email,email,mobile,email,Crewe,117,"[""/black-friday-deals"",""/black-friday-deals"",""/black-friday-deals"",""/black-friday-deals"",""/papercraft/"",""/black-friday-deals"",""/black-friday-deals"",""/ultratape-general-purpose-double-sided-sticky-tape-12mm-x-33m/"",""/black-friday-deals"",""/black-friday-deals"",""/papercraft/"",""/black-friday-deals""]","["""","""","""","""",""/foiling-machines-and-accessories?filter=Brand~We+R+Memory+Keepers"","""","""",""/631689-1000"","""","""",""/foiling-machines-and-accessories?filter=Brand~We+R+Memory+Keepers"",""""]","["""","""","""","""","""","""","""","""","""","""","""",""""]","[""Black Friday Deals"",""Black Friday Deals"",""Black Friday Deals"",""Black Friday Deals"",""(not set)"",""Black Friday Deals"",""Black Friday Deals"",""(not set)"",""Black Friday Deals"",""Black Friday Deals"",""(not set)"",""Black Friday Deals""]",0,null
1235966640174461354,1574236585,(Other),affiliates,mobile,impactradius,Sheffield,null,"[""/""]","[""""]","[""""]","[""(not set)""]",0,null
1236583719590996571,1574238190,Email,email,mobile,email,Exeter,92,"[""/"",""/"",""/"",""/clubnewsletter.aspx"",""/"",""/"",""/kids/"",""/"",""/"",""/cricut-rose-pink-maker-ultimate-smart-cutting-machine/"",""/"",""/"",""/get-started"",""/get-started/""]","["""","""","""","""","""","""",""/kids-playhouses?filter=Material~Card/Brand~Hobbycraft"","""","""",""/648080-1000"","""","""","""",""/crochet""]","["""","""","""","""","""","""","""","""","""","""","""","""","""",""""]","[""(not set)"",""(not set)"",""Home Page"",""Club Newsletter Sign Up"",""(not set)"",""Home Page"",""(not set)"",""(not set)"",""Home Page"",""(not set)"",""(not set)"",""Home Page"",""Get Started in  Hobbycraft"",""Get Started in Crochet  Hobbycraft""]",4,0
1241900390896994797,1574275565,Organic Search,organic,tablet,google,Glasgow,1343,"[""/crafts-and-hobbies"",""/offers"",""/advancedsearchresults.aspx"",""/advancedsearchresults.aspx"",""/house-34cm/"",""/mache-house-34cm/"",""/advancedsearchresults.aspx"",""/kids"",""/advancedsearchresults.aspx"",""/decor-and-frames/"",""/advancedsearchresults.aspx"",""/christmas/"",""/advancedsearchresults.aspx"",""/basket"",""/wedding/"",""/wedding/"",""/wedding/"",""/wedding/"",""/snowdrop-in-hanging-jar-16cm/"",""/ideas?occasion=christmas"",""/ideas/""]","["""","""","""","""",""/608919-1000"",""/608919-1000"","""","""","""",""/flower-arranging"","""",""/christmas-crafts/"","""","""",""/wedding-table-decorations/"",""/wedding-venue-decorations/"",""/wedding-venue-decorations/"",""/wedding-venue-decorations/"",""/635621-1000"","""",""/decor-hobbies/""]","["""","""","""","""","""","""","""","""","""","""","""",""/christmas-crafts-for-kids"","""","""",""/lanterns-and-birdcages"",""/flowers-and-garlands"",""/flowers-and-garlands?page=2"",""/flowers-and-garlands?page=2"","""","""",""/10-quick-festive-home-decor-ideas""]","[""Crafts  Hobbies"",""Offers"",""Search Results Page"",""Search Results Page"",""Product Details Page"",""Product Details Page"",""Search Results Page"",""Kids"",""Search Results Page"",""Flower Arranging"",""Search Results Page"",""Christmas Crafts for Kids"",""Search Results Page"",""Shopping Basket Page"",""Lanterns  Birdcages"",""Flowers  Garlands"",""Flowers  Garlands"",""Flowers  Garlands"",""Product Details Page"",""Ideas Listing Page"",""Ideas Details Page""]",1,0
